"cia_ano","ano","cd_cvm","ativo_total","ativo_circulante","ativo_nao_circulante","passivo_total","passivo_circulante","passivo_nao_circulante","patrimonio_liquido","receitas","resultado_operacional","lucro_liquido","fc_operacional","fc_investimento","fc_financiamento","fc_diferenca","liquidez_geral","liquidez_corrente","prop_capitalterceiros","endividamento_geral","margem_operacional","margem_liquida","roe","fluxocaixa_livre"
"019933_2010","2010-12-31","019933",19461350,10206835,19796672,19461350,8719883,6684998,10741467,4458136,2531972,1000193,NULL,NULL,NULL,NULL,"1.9476623675314337","1.170524306346771","0.5891790700559788","0.513436012663453","0.5679440914319348","0.22435228534975155","0.09311512105376295",NULL
"005991_2010","2010-12-31","005991",1518466,657077,1630297,1518466,299824,431972,830744,965011,190283,69512,NULL,NULL,NULL,NULL,"3.1256989652854075","2.1915423715246276","0.46833745056126563","0.31992844196008174","0.19718220828570865","0.07203233952773595","0.08367439307416003",NULL
"021113_2010","2010-12-31","021113",17072742,337417,16735325,17072742,14506765,650018,1915959,2160444,410362,295088,NULL,NULL,NULL,NULL,"1.1264093442520091","0.023259286270922566","0.8877767261989902","0.8877767261989902","0.18994336349380034","0.1365867386518697","0.15401582184169912",NULL
"020087_2010","2010-12-31","020087",13981014,10623525,10327233,13981014,3980282,5381548,5217757,9380625,1400575,600178,NULL,NULL,NULL,NULL,"2.237891309711883","2.6690382741725336","0.6421190120131661","0.44684922617119627","0.14930508361649678","0.06398059830768206","0.11502605429881077",NULL
"020265_2010","2010-12-31","020265",7435973,3788715,5081419,7435973,2155017,2652453,2701894,3284129,1058936,363669,NULL,NULL,NULL,NULL,"1.8450731881842217","1.758090539424979","0.6401966930887889","0.5419839204232991","0.3224404400679754","0.11073529693870125","0.1345978043550191",NULL
"020966_2010","2010-12-31","020966",2684031,1435034,2675566,2684031,658981,398659,1647626,2315137,9633,-18432,NULL,NULL,NULL,NULL,"3.886577663477176","2.1776561084462225","0.39095600950146864","0.2572957719067776","0.004160876872513376","-0.00796151588437315","-0.011187004817840941",NULL
"020214_2010","2010-12-31","020214",3416569,769977,5097519,3416569,1212251,812988,1474861,2849706,1121617,395233,NULL,NULL,NULL,NULL,"2.897186949293392","0.6351630149201775","0.5786231821947945","0.3451623997698507","0.393590426521192","0.13869255284580234","0.26797982996363723",NULL
"020982_2010","2010-12-31","020982",3985986,1823022,5814325,3985986,510842,509693,2965451,604375,654707,228998,NULL,NULL,NULL,NULL,"7.483669839838908","3.5686611515889455","0.25603075374574824","0.1336242807875562","1.0832794208893486","0.3789005170630817","0.07722198073749996",NULL
"020630_2010","2010-12-31","020630",814146,502823,397605,814146,236293,150183,431120,434070,117776,45158,NULL,NULL,NULL,NULL,"2.329841956550989","2.1279640107832227","0.47269800732880296","0.4292136628358958","0.27132950906535813","0.1040339115810814","0.10474577843755799",NULL
"080020_2010","2010-12-31","080020",12341682,6249246,14086632,12341682,1961832,5050659,5543307,5188781,666644,-28678,NULL,NULL,NULL,NULL,"2.899950673733485","3.185413429896138","0.5585061976944835","0.34483345149887307","0.1284779604303978","-0.005526924339261958","-0.005173446103562368",NULL
"020257_2010","2010-12-31","020257",4575830,1495974,4150727,4575830,308216,1759719,2508354,798594,1238817,428630,NULL,NULL,NULL,NULL,"2.7305988824600385","4.853654579905002","0.4518803336065533","0.36622002829616795","1.551247567600057","0.5367308043887131","0.17088098410351968",NULL
"020419_2010","2010-12-31","020419",4202989,737331,7212169,4202989,559304,2714094,940852,760894,867438,81019,NULL,NULL,NULL,NULL,"2.4285161779899664","1.3183009597642785","0.7767450910600937","0.4117740738411221","1.1400247603476963","0.10647869479848704","0.08611237474119203",NULL
"020435_2010","2010-12-31","020435",3135070,2179137,1303204,3135070,856221,1094076,1195384,1415218,455799,200048,NULL,NULL,NULL,NULL,"1.785543945358066","2.5450637160265868","0.6199919826581272","0.5600534238318419","0.32206981539239893","0.14135490079973545","0.16735040790239789",NULL
"020370_2010","2010-12-31","020370",985351,646996,1105843,985351,231948,419554,334390,338715,319656,132031,NULL,NULL,NULL,NULL,"2.6904583562291444","2.7894010726542158","0.6608249179423304","0.3716838796945983","0.9437314556485541","0.3897996841002022","0.39484135291127126",NULL
"020400_2010","2010-12-31","020400",600360,140378,745400,600360,6011,222433,371916,56886,87772,43784,NULL,NULL,NULL,NULL,"3.8774404230358424","23.353518549326235","0.38051169298420945","0.25790209284944987","1.5429455402032135","0.7696797102977886","0.11772550791038837",NULL
"020605_2010","2010-12-31","020605",2146714,1780822,1645584,2146714,430686,646324,1078469,762920,463576,213466,NULL,NULL,NULL,NULL,"3.1814059293785575","4.134849983514672","0.4996615601451","0.31432644000740134","0.6076338279242909","0.2798012897813663","0.19793429389254583",NULL
"020770_2010","2010-12-31","020770",1381471,954900,627812,1381471,191164,77998,1116642,636397,495282,245462,NULL,NULL,NULL,NULL,"5.880146528856228","4.995187378376682","0.19422804379262867","0.1700637892427681","0.778259482681408","0.38570577799706784","0.2198215721780123",NULL
"020915_2010","2010-12-31","020915",6791338,5450232,2443013,6791338,1822378,1996037,3052750,3020951,1430371,675199,NULL,NULL,NULL,NULL,"2.0671522084425082","2.9907253050684326","0.5557158065626426","0.48375731400710353","0.47348368113219974","0.22350544580166973","0.22117729915649825",NULL
"021490_2010","2010-12-31","021490",5669819,1489279,6046110,5669819,676250,2347592,2674223,1327336,1208292,448474,NULL,NULL,NULL,NULL,"2.4919916450661113","2.202260998151571","0.5306787479609306","0.401285454539905","0.9103135905302049","0.33787526293267117","0.16770254387910058",NULL
"004669_2010","2010-12-31","004669",3169164,1769508,3226639,3169164,696699,604837,1949478,2607984,908212,337795,NULL,NULL,NULL,NULL,"3.838654482088855","2.5398457583547556","0.40034770690006255","0.2605079474242852","0.3482429340057301","0.12952341732157865","0.17327458940290683",NULL
"020540_2010","2010-12-31","020540",1496106,598179,2342975,1496106,72580,624162,882611,104167,-20672,-15713,NULL,NULL,NULL,NULL,"4.221295687643345","8.24165059244971","0.4411566002027412","0.23689408987084662","-0.19845056495819213","-0.15084431729818465","-0.01780285992356769",NULL
"021636_2010","2010-12-31","021636",431538,164129,559748,431538,17355,125599,288584,36830,13313,1498,NULL,NULL,NULL,NULL,"5.06370580746254","9.457159320080669","0.33126630794970546","0.1974838266722109","0.36147162639152863","0.0406733641053489","0.005190862972306157",NULL
"021393_2010","2010-12-31","021393",6266517,1382962,5925404,6266517,4508994,2746279,NULL,2210362,-640205,-630439,394475,-109030,-252918,32527,"1.0073178500657385","0.3067118740898746",NULL,"0.9927353118330418","-0.28963807738279973","-0.2852197965763074",NULL,285445
"021539_2010","2010-12-31","021539",127861,102506,130268,127861,46816,0,81045,94043,104505,44076,NULL,NULL,NULL,NULL,"4.972103554340396","2.1895505809979494","0.3661476134239526","0.20112211844965502","1.111246982763204","0.46867922120732003","0.5438460114751065",NULL
"021180_2010","2010-12-31","021180",536130,290637,665716,536130,69092,28285,451625,374564,230847,76603,NULL,NULL,NULL,NULL,"9.821138461854442","4.206521739130435","0.177370938539386","0.10182118945619452","0.6163085614207452","0.20451244647109706","0.1696163852753944",NULL
"020850_2010","2010-12-31","020850",184680,103551,182342,184680,68093,102429,46796,307754,-44137,-20954,NULL,NULL,NULL,NULL,"1.6765754565393323","1.5207290029812168","0.7846657893041533","0.5964539180742445","-0.14341649499275394","-0.06808684858685833","-0.447773313958458",NULL
"020842_2010","2010-12-31","020842",4971093,2011884,6579421,4971093,507894,2583517,2215640,2276384,488013,92344,NULL,NULL,NULL,NULL,"2.779088577998849","3.9612281302791525","0.5825101360435391","0.35983020041774794","0.21438078988430775","0.04056609078257447","0.041678250979400984",NULL
"020907_2010","2010-12-31","020907",801340,209892,1130153,801340,67256,96071,638199,124503,-10671,-6172,NULL,NULL,NULL,NULL,"8.204675283327314","3.1207921969787082","0.20377005861319533","0.12188172785242286","-0.08570877810173248","-0.0495731026561609","-0.009670964699098557",NULL
"021482_2010","2010-12-31","021482",1600208,561715,2051561,1600208,80047,803451,939884,11109,-88667,-25381,NULL,NULL,NULL,NULL,"2.9578742679666505","7.017314827538821","0.4845380726583897","0.3380806313607901","-7.981546493833829","-2.28472409757854","-0.027004396287201398",NULL
"021008_2010","2010-12-31","021008",1170833,709951,1556401,1170833,172379,633550,371114,116159,70673,-11355,NULL,NULL,NULL,NULL,"2.812098832527431","4.118546922769014","0.6847065060494816","0.3556062782833382","0.6084160504136571","-0.09775394071918664","-0.030597067208458856",NULL
"021040_2010","2010-12-31","021040",1231894,414218,1677726,1231894,93376,634980,504688,242265,271382,107988,NULL,NULL,NULL,NULL,"2.8721449401117036","4.436022104180946","0.5906974933579012","0.3481718439881756","1.120186572554847","0.4457432976286298","0.21396981897726913",NULL
"021016_2010","2010-12-31","021016",804536,435155,905503,804536,139498,143752,585898,1016156,133330,80660,NULL,NULL,NULL,NULL,"4.733126213592233","3.119435404091815","0.32589386387588765","0.21127685062111293","0.13121016851743236","0.07937757588401781","0.13766901406046786",NULL
"021130_2010","2010-12-31","021130",1799696,1729338,432958,1799696,620947,674460,508413,785896,158201,39989,NULL,NULL,NULL,NULL,"1.669202034572918","2.785000974318259","0.7181464891175394","0.5990886539123228","0.20130017203294073","0.05088332298421165","0.07865455840035562",NULL
"021903_2010","2010-12-31","021903",2444185,709065,3969058,2444185,909613,1070717,586175,1354487,1151337,292692,NULL,NULL,NULL,NULL,"2.3622946680603736","0.7795238194704781","0.771605743998161","0.42331721504543596","0.8500170175129034","0.21609066753686082","0.49932528681707683",NULL
"080098_2010","2010-12-31","080098",718705,197029,991210,718705,502021,349395,NULL,406529,-721114,-451446,NULL,NULL,NULL,NULL,"1.3956033243443864","0.3924716296728623",NULL,"0.7165359830808449","-1.7738316331676216","-1.1104890426021268",NULL,NULL
"021520_2010","2010-12-31","021520",1615462,456387,2307811,1615462,317654,975755,324492,28354,-307802,-123876,NULL,NULL,NULL,NULL,"2.1371414610536963","1.4367424934047737","0.7994364302883799","0.4679147441681095","-10.85568173802638","-4.368907385201383","-0.3817536333715469",NULL
"022438_2010","2010-12-31","022438",1115508,344546,1810577,1115508,169924,456096,514743,749711,81744,7873,NULL,NULL,NULL,NULL,"3.4425785118686303","2.0276476542454276","0.5487730580322118","0.29047994012406714","0.10903401444023098","0.010501379865041328","0.015295011296899618",NULL
"080080_2010","2010-12-31","080080",923111,228531,1317292,923111,247677,1377314,NULL,10018,-710,10080,NULL,NULL,NULL,NULL,"0.9512809609407068","0.9226977070943204",NULL,"1.0512141428869928","-0.07087242962667199","1.0061888600519067",NULL,NULL
"022560_2010","2010-12-31","022560",337920,325610,284358,337920,40606,20554,277425,187524,54883,20915,NULL,NULL,NULL,NULL,"9.973315892740354","8.018765699650299","0.18063410960320156","0.1002675550192797","0.2926718713338026","0.11153239052068002","0.07538974497611967",NULL
"021342_2010","2010-12-31","021342",3407516,4641979,2006276,3407516,455099,518401,2434016,8834,-282035,-77176,NULL,NULL,NULL,NULL,"6.829229583975347","10.19993232241776","0.2856919820772668","0.14642940139931457","-31.926081050486754","-8.736246321032375","-0.0317072689744028",NULL
"022110_2010","2010-12-31","022110",314910,72689,550685,314910,16278,81288,217824,4188,-38431,-19615,-26135,-121201,191823,44487,"6.38925445339565","4.465474874063153","0.30935032816512886","0.15651278365796456","-9.176456542502388","-4.683619866284623","-0.0900497649478478",-147336
"021261_2010","2010-12-31","021261",890655,253823,1345094,890655,355228,349866,274300,693132,-244331,-96974,NULL,NULL,NULL,NULL,"2.2676650205504516","0.71453545328634","0.7199288539647987","0.4409822398536009","-0.3525028421714767","-0.13990697298638644","-0.3535326285089318",NULL
"022519_2010","2010-12-31","022519",332499,190288,288856,332499,56207,176894,132499,218294,106524,37543,NULL,NULL,NULL,NULL,"2.0555209973359188","3.385485793584429","0.6375847921225383","0.48649466548678477","0.4879840948445674","0.1719836550706845","0.2833455346832806",NULL
"021610_2010","2010-12-31","021610",22633975,2651606,41275055,22633975,1416204,1855313,19419048,2102554,2887006,1144486,NULL,NULL,NULL,NULL,"13.427000685003318","1.8723333644023037","0.14417961826865042","0.07447679667707956","1.3730948170653405","0.5443313227626971","0.0589362568134133",NULL
"021792_2010","2010-12-31","021792",2571023,252451,4739422,2571023,303392,1356190,949034,337658,298356,112319,NULL,NULL,NULL,NULL,"3.007909823075931","0.832095111275182","0.6361925250784324","0.33245677524247913","0.8836041201452357","0.33264131162300314","0.11835087046407189",NULL
"021806_2010","2010-12-31","021806",439889,147148,575228,439889,216261,151709,104606,442739,-2355,-11763,NULL,NULL,NULL,NULL,"1.9631382993178792","0.68041856830404","0.7786472440411701","0.5093884625181346","-0.005319160950356757","-0.0265687007469412","-0.11245052865036423",NULL
"021652_2010","2010-12-31","021652",1399035,1028709,1365476,1399035,542524,586022,358755,2397996,341237,99627,NULL,NULL,NULL,NULL,"2.121477547215621","1.8961539028688132","0.7587878983474091","0.4713695892339147","0.14230090458866487","0.041545940860618615","0.27770205293306016",NULL
"022691_2010","2010-12-31","022691",724769,248508,1118372,724769,234636,355905,137294,309185,81055,11553,NULL,NULL,NULL,NULL,"2.3146233707735786","1.059121362450775","0.8113665872072654","0.4320357310078427","0.2621569610427414","0.03736597829778288","0.08414788701618425",NULL
"022144_2010","2010-12-31","022144",2223754,116052,4243728,2223754,449222,1135155,652874,476663,57613,-20839,NULL,NULL,NULL,NULL,"2.751731437656568","0.25833997444470663","0.7081802622951113","0.3634075572620637","0.12086736331538214","-0.043718518114475004","-0.03191886949089717",NULL
"022187_2010","2010-12-31","022187",2695652,2466994,2867246,2695652,35195,0,2660457,15593,-330467,-142370,NULL,NULL,NULL,NULL,"151.56243784628498","70.09501349623527","0.013056210519755517","0.0065979408500554905","-21.193291861732828","-9.130379016225229","-0.05351336255387702",NULL
"021741_2010","2010-12-31","021741",67,129,0,67,505,56,NULL,1560,-1737,-870,NULL,NULL,NULL,NULL,"0.22994652406417113","0.25544554455445545",NULL,"4.348837209302325","-1.1134615384615385","-0.5576923076923077",NULL,NULL
"021776_2010","2010-12-31","021776",552541,98399,954603,552541,279013,233465,42456,2202,-49703,-25037,NULL,NULL,NULL,NULL,"2.054726251663486","0.35266815524724654","0.9234936046448767","0.48668283630990256","-22.571752951861942","-11.370118074477748","-0.5897164122856604",NULL
"022500_2010","2010-12-31","022500",294193,143714,337334,294193,174569,15704,106258,161541,-53145,-27022,NULL,NULL,NULL,NULL,"2.528198956236565","0.8232504052838706","0.6416630976187987","0.3955384909614009","-0.32898768733634187","-0.16727641898960635","-0.2543055581697378",NULL
"080110_2010","2010-12-31","080110",3809547,1120297,5351920,3809547,847487,1520957,1450945,4406938,612488,243914,NULL,NULL,NULL,NULL,"2.73268736774017","1.3219046427850811","0.6201107035706497","0.3659401407585685","0.1389826677842983","0.05534772669821994","0.16810699233947532",NULL
"022756_2010","2010-12-31","022756",17748171,7821758,23303028,17748171,4497802,10967794,3921861,6704207,1473085,416206,NULL,NULL,NULL,NULL,"2.01251771997665","1.7390178580560016","0.7977114275482339","0.4968900348423279","0.21972546492075798","0.06208131699990767","0.10612461787911402",NULL
"022365_2010","2010-12-31","022365",1054740,358822,1555497,1054740,148660,394416,622303,142242,81635,35595,NULL,NULL,NULL,NULL,"3.5249559914266144","2.4137091349387867","0.4660080540322076","0.28369148506596864","0.5739162835168234","0.2502425443961699","0.05719882436690808",NULL
"022217_2010","2010-12-31","022217",354070,351035,336691,354070,14611,10187,334489,14253,24740,13071,NULL,NULL,NULL,NULL,"27.733123639003146","24.02539182807474","0.06902003133984809","0.0360579649453416","1.735774924577282","0.9170700905072616","0.0390775182442472",NULL
"022497_2010","2010-12-31","022497",2453131,316485,4553265,2453131,153702,732120,1611846,178097,-496,-17363,NULL,NULL,NULL,NULL,"5.497436279523425","2.059081859702541","0.3546596264995988","0.1819029724318497","-0.0027849991858369316","-0.09749181625743275","-0.010772120909813965",NULL
